MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Area,Garage Qual,Wood Deck SF,Open Porch SF,SalePrice
160,RL,24.0,2289,Reg,Lvl,Inside,Norm,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,Brk Cmn,TA,TA,CBlock,TA,855.0,TA,Y,586,1441,0.0,2,1,3,TA,7,1,Attchd,Unf,440.0,TA,28,0,148.5
160,RL,24.0,2364,Reg,Lvl,Inside,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,Plywood,Brk Cmn,Gd,TA,CBlock,TA,855.0,TA,Y,601,1456,0.0,2,1,3,TA,6,1,Attchd,Fin,440.0,TA,147,0,138.0
20,RL,65.0,7150,Reg,Lvl,Inside,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,892.0,TA,Y,0,892,0.0,1,0,3,TA,5,0,Attchd,RFn,288.0,TA,0,0,100.0
20,RL,96.0,12456,Reg,Lvl,FR2,Norm,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,Ex,TA,PConc,TA,1700.0,Ex,Y,0,1718,1.0,2,0,3,Ex,7,1,Attchd,Fin,786.0,TA,216,48,337.5
60,RL,110.0,14257,Reg,Lvl,Inside,PosN,1Fam,2Story,9,5,2007,2007,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,1776.0,Ex,Y,978,2772,1.0,3,1,4,Ex,10,3,BuiltIn,Fin,754.0,TA,135,64,462.0
20,RL,108.0,13173,IR1,Lvl,Corner,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1652.0,Ex,Y,0,1652,1.0,2,0,2,Ex,6,2,Attchd,Fin,840.0,TA,404,102,325.0
20,RL,110.0,14230,Reg,Lvl,Corner,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1566.0,Ex,Y,0,1600,0.0,2,0,3,Gd,7,1,Attchd,RFn,890.0,TA,0,56,256.3
60,RL,95.0,12350,Reg,Lvl,Inside,Norm,1Fam,2Story,9,5,2009,2009,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1365.0,Ex,Y,1325,2690,1.0,2,1,3,Ex,8,1,Attchd,RFn,864.0,TA,0,197,398.8
60,RL,96.0,11308,IR1,Lvl,Inside,Norm,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Ex,TA,PConc,TA,1104.0,Ex,Y,1054,2184,1.0,2,1,3,Ex,10,1,Attchd,Fin,836.0,TA,0,102,335.0
20,RL,95.0,12350,Reg,Lvl,Inside,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,2020.0,Ex,Y,0,2020,1.0,2,0,3,Ex,7,1,Attchd,RFn,896.0,TA,192,98,404.0
20,RL,94.0,12220,Reg,Lvl,Inside,Norm,1Fam,1Story,10,5,2009,2009,Hip,CemntBd,CmentBd,Ex,TA,CBlock,TA,2006.0,Ex,Y,0,2020,1.0,2,1,3,Ex,9,1,Attchd,Fin,900.0,TA,156,54,402.861
60,RL,97.0,13478,IR1,Lvl,Corner,Norm,1Fam,2Story,10,5,2008,2008,Gable,CemntBd,CmentBd,Ex,TA,PConc,TA,1722.0,Ex,Y,568,2296,1.0,2,1,3,Ex,10,1,BuiltIn,RFn,842.0,TA,382,274,451.95
20,RL,95.0,11578,Reg,Lvl,Inside,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Ex,TA,PConc,TA,1736.0,Ex,Y,0,1736,0.0,2,0,3,Ex,7,1,Attchd,RFn,834.0,TA,319,90,360.0
20,RL,129.0,16870,IR1,Lvl,FR3,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1782.0,Ex,Y,0,1782,1.0,2,0,3,Gd,7,2,Attchd,Fin,932.0,TA,99,82,296.0
60,RL,59.0,23303,IR3,Lvl,CulDSac,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1508.0,Ex,Y,1012,2520,1.0,2,1,5,Ex,10,1,BuiltIn,Fin,640.0,TA,192,273,409.9
20,RL,87.0,11146,IR1,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1709.0,Ex,Y,0,1717,0.0,2,0,3,Gd,7,1,Attchd,RFn,908.0,TA,169,39,255.5
20,RL,87.0,10367,IR1,Lvl,Inside,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,1739.0,Ex,Y,0,1743,1.0,2,0,3,Ex,8,1,Attchd,RFn,927.0,TA,168,45,335.0
20,RL,77.0,10872,IR1,Lvl,Inside,Norm,1Fam,1Story,9,5,2006,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,1504.0,Ex,Y,0,1531,1.0,2,0,2,Ex,6,1,Attchd,Fin,700.0,TA,184,52,300.0
20,RL,102.0,13514,IR1,Lvl,Corner,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,1774.0,Ex,Y,0,1808,1.0,2,0,3,Ex,7,1,Attchd,Fin,850.0,TA,200,26,324.0
60,RL,74.0,8834,Reg,Lvl,Inside,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1462.0,Ex,Y,762,2224,1.0,2,1,4,Ex,10,1,Attchd,Fin,738.0,TA,184,0,350.0
20,RL,107.0,11362,IR1,Lvl,Inside,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Gd,TA,PConc,TA,1836.0,Ex,Y,0,1836,1.0,2,0,3,Gd,7,1,Attchd,Fin,862.0,TA,125,185,280.0
20,RL,90.0,12878,IR1,Lvl,Corner,Norm,1Fam,1Story,7,5,2003,2004,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1760.0,Ex,Y,0,1760,1.0,2,0,3,Gd,8,1,Attchd,Fin,583.0,TA,165,190,269.5
20,RL,79.0,9541,IR1,Lvl,Inside,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1502.0,Ex,Y,0,1502,0.0,2,0,3,Gd,7,0,Attchd,RFn,644.0,TA,0,114,233.17
20,RL,103.0,13472,Reg,Lvl,Inside,Norm,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,2392.0,Ex,Y,0,2392,0.0,2,0,3,Ex,8,1,Attchd,Fin,968.0,TA,248,105,386.25
20,RL,110.0,15274,IR1,Lvl,Corner,Norm,1Fam,1Story,9,5,2003,2003,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,2452.0,Ex,Y,0,2452,2.0,2,0,3,Ex,10,1,Attchd,Fin,886.0,TA,0,116,445.0
60,RL,96.0,13262,IR1,Lvl,Inside,Norm,1Fam,2Story,8,5,2003,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1082.0,Ex,Y,1295,2400,0.0,3,1,4,Gd,10,1,BuiltIn,Fin,730.0,TA,114,40,290.0
20,RL,70.0,9658,IR1,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1598.0,Gd,Y,0,1606,0.0,2,0,3,Gd,6,1,Attchd,RFn,871.0,TA,230,60,255.9
120,RL,47.0,6904,IR1,Lvl,Inside,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1358.0,Ex,Y,0,1358,0.0,2,0,2,Gd,6,1,Attchd,RFn,484.0,TA,192,36,213.0
120,RL,34.0,5381,IR1,Lvl,Inside,Norm,Twnhs,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1306.0,Ex,Y,0,1306,1.0,2,0,1,Gd,5,1,Attchd,RFn,624.0,TA,170,63,196.0
120,RL,34.0,5122,IR1,Lvl,Inside,Norm,Twnhs,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1306.0,Ex,Y,0,1306,1.0,2,0,1,Gd,5,1,Attchd,RFn,624.0,TA,170,63,184.5
120,RL,80.0,10307,IR1,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1350.0,Ex,Y,0,1358,1.0,2,0,2,Gd,6,1,Attchd,RFn,484.0,TA,192,26,212.5
120,RL,34.0,5001,IR1,Lvl,Inside,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1314.0,Ex,Y,0,1314,1.0,2,0,2,Gd,6,1,Attchd,RFn,626.0,TA,172,62,230.0
20,RL,117.0,15262,IR1,Lvl,Corner,Norm,1Fam,1Story,8,5,2003,2004,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,2200.0,Ex,Y,0,2200,1.0,2,1,3,Ex,8,1,Attchd,Fin,685.0,TA,208,55,382.5
120,RL,44.0,7390,IR1,Lvl,Inside,Norm,TwnhsE,1Story,9,5,2008,2009,Hip,MetalSd,MetalSd,Ex,TA,PConc,TA,1884.0,Ex,Y,0,1884,1.0,2,0,2,Ex,6,1,Attchd,Fin,649.0,TA,231,90,320.0
120,RL,48.0,6472,Reg,Lvl,Inside,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,TA,1451.0,Ex,Y,0,1456,0.0,2,0,2,Ex,6,1,Attchd,RFn,539.0,TA,192,42,248.5
20,RL,129.0,16770,Reg,Lvl,Corner,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1712.0,Ex,Y,0,1712,1.0,2,0,3,Gd,8,1,Attchd,RFn,701.0,TA,218,183,286.5
120,RL,48.0,6240,Reg,Lvl,Inside,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,MetalSd,MetalSd,Gd,TA,PConc,TA,1324.0,Ex,Y,0,1324,1.0,2,0,2,Gd,6,1,Attchd,Fin,550.0,TA,192,38,254.0
120,RL,48.0,3480,Reg,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1405.0,Ex,Y,0,1405,0.0,2,0,2,Gd,6,1,Attchd,RFn,478.0,TA,148,36,173.0
160,RL,36.0,2268,Reg,Lvl,Inside,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Gd,TA,PConc,TA,764.0,Ex,Y,862,1626,0.0,2,0,2,Gd,6,0,BuiltIn,RFn,474.0,TA,0,27,173.0
60,RL,63.0,10928,Reg,Lvl,Inside,RRAn,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,728.0,Ex,Y,728,1456,0.0,2,1,3,Gd,8,1,Attchd,Fin,390.0,TA,100,0,184.0
60,RL,57.0,8918,IR1,Lvl,Inside,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,745.0,Ex,Y,745,1490,0.0,2,1,3,Gd,7,1,Attchd,Fin,392.0,TA,36,20,167.8
60,RL,122.0,11911,IR2,Lvl,Inside,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,684.0,Ex,Y,876,1560,0.0,2,1,3,Gd,6,1,BuiltIn,Fin,400.0,TA,100,38,174.0
120,RL,53.0,3684,Reg,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1373.0,Ex,Y,0,1555,0.0,2,0,2,Gd,7,1,Attchd,Fin,660.0,TA,143,20,174.0
120,RL,43.0,3182,Reg,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1373.0,Ex,Y,0,1555,0.0,2,0,2,Gd,7,1,Attchd,Fin,430.0,TA,143,20,192.5
120,RL,43.0,3182,Reg,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1346.0,Ex,Y,0,1504,0.0,2,0,1,Gd,7,1,Attchd,Fin,457.0,TA,156,0,181.0
120,RL,43.0,3182,Reg,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1220.0,Ex,Y,0,1220,0.0,2,0,2,Gd,5,1,Attchd,Fin,397.0,TA,100,16,180.0
120,RL,43.0,3182,Reg,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1145.0,Ex,Y,0,1145,0.0,2,0,2,Gd,5,1,Attchd,Fin,397.0,TA,100,16,160.2
60,RL,71.0,7795,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,716.0,Ex,Y,716,1432,1.0,2,1,3,Gd,6,1,Attchd,Fin,432.0,TA,100,51,188.5
60,RL,69.22459016393442,8068,IR1,Lvl,Inside,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1010.0,Ex,Y,1257,2267,0.0,2,1,4,Gd,8,1,BuiltIn,RFn,390.0,TA,120,46,200.0
80,RL,59.0,9434,IR1,Lvl,Inside,Norm,1Fam,SLvl,7,5,2004,2005,Gable,WdShing,Wd Shng,Gd,TA,PConc,TA,384.0,Ex,Y,630,1374,0.0,2,1,3,Gd,6,1,BuiltIn,Fin,400.0,TA,100,0,170.0
60,RL,62.0,7984,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,868.0,Ex,Y,762,1630,0.0,2,1,3,Gd,7,1,BuiltIn,Fin,436.0,TA,120,48,189.5
80,RL,69.22459016393442,7750,Reg,Lvl,Inside,Norm,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,408.0,Ex,Y,640,1419,1.0,2,1,3,Gd,7,1,BuiltIn,Fin,527.0,TA,120,0,184.1
60,RL,61.0,10125,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,846.0,Ex,Y,748,1594,0.0,2,1,3,Gd,7,1,Attchd,Fin,434.0,TA,300,48,195.5
60,RL,69.22459016393442,8965,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,782.0,Ex,Y,683,1489,1.0,2,1,3,Gd,8,1,Attchd,Fin,400.0,TA,0,75,192.0
60,RL,69.22459016393442,8174,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,698.0,Ex,Y,644,1342,1.0,2,1,3,Gd,7,1,Attchd,Fin,393.0,TA,100,56,178.0
120,RL,34.0,5063,Reg,Lvl,Inside,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1314.0,Ex,Y,0,1314,1.0,2,0,2,Gd,6,1,Attchd,RFn,626.0,TA,172,62,207.5
60,RL,69.22459016393442,8795,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,952.0,Ex,Y,1276,2256,0.0,2,1,4,Gd,8,1,BuiltIn,Fin,554.0,TA,224,54,236.0
60,RL,69.22459016393442,12891,IR1,Lvl,Corner,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,870.0,Ex,Y,1126,2004,1.0,2,1,4,Gd,8,1,BuiltIn,Fin,644.0,TA,0,48,257.5
60,RL,69.22459016393442,12224,IR1,Lvl,Corner,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,992.0,Ex,Y,1032,2054,1.0,2,1,3,Gd,7,1,BuiltIn,RFn,390.0,TA,24,48,244.0
80,RL,61.0,9734,IR1,Lvl,Inside,RRAn,1Fam,SLvl,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,384.0,Ex,Y,630,1374,0.0,2,1,3,Gd,7,0,BuiltIn,Fin,400.0,TA,0,0,167.0
60,RL,60.0,8123,IR1,Lvl,Inside,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,982.0,Ex,Y,793,1800,0.0,2,1,3,TA,7,1,Attchd,Fin,463.0,TA,100,63,179.0
60,RL,42.0,8433,IR1,Lvl,Inside,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,794.0,Ex,Y,695,1514,1.0,2,1,3,TA,7,1,Attchd,Fin,394.0,TA,0,72,190.0
80,RL,62.0,7750,Reg,Lvl,Inside,Norm,1Fam,SLvl,7,5,1999,2000,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,384.0,Ex,Y,656,1430,0.0,2,1,3,TA,7,1,BuiltIn,RFn,400.0,TA,0,0,156.0
60,RL,69.22459016393442,15896,IR2,Lvl,CulDSac,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1177.0,Ex,Y,1089,2312,1.0,2,1,4,Gd,8,1,BuiltIn,Fin,658.0,TA,298,0,245.0
60,RL,69.22459016393442,8755,IR1,Lvl,FR2,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,992.0,Ex,Y,1038,2060,1.0,2,1,3,Gd,8,1,BuiltIn,RFn,390.0,TA,0,0,214.0
80,RL,64.0,7848,IR1,Lvl,Inside,Norm,1Fam,SLvl,7,6,1999,1999,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,384.0,Ex,Y,656,1430,0.0,2,1,3,TA,7,1,BuiltIn,Fin,410.0,TA,0,0,168.0
60,RL,106.0,12720,Reg,Lvl,Inside,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1455.0,Ex,Y,1221,2687,1.0,2,1,4,Gd,10,2,BuiltIn,RFn,810.0,TA,252,30,327.0
60,RL,69.22459016393442,16545,IR1,Lvl,Inside,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1284.0,Ex,Y,1140,2450,1.0,2,1,3,Gd,7,1,Attchd,Fin,1069.0,TA,0,126,340.0
60,RL,98.0,12203,IR1,Lvl,Corner,Norm,1Fam,2Story,8,5,1998,1999,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1225.0,Ex,Y,1336,2612,1.0,2,1,4,Gd,8,1,Attchd,Fin,676.0,TA,250,0,336.0
60,RL,79.0,10208,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,1996,1997,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1264.0,Ex,Y,1067,2344,0.0,2,1,3,Gd,7,1,Attchd,RFn,889.0,TA,220,0,265.0
20,RL,69.22459016393442,10750,IR1,Lvl,CulDSac,Norm,1Fam,1Story,8,5,1994,1995,Hip,Wd Sdng,Wd Sdng,Gd,TA,PConc,TA,2024.0,Ex,Y,0,2063,1.0,2,0,3,Gd,7,2,Attchd,Fin,815.0,TA,182,56,315.0
60,RL,69.22459016393442,11692,IR1,Lvl,Inside,Norm,1Fam,2Story,8,5,1993,1994,Gable,HdBoard,HdBoard,Gd,TA,PConc,TA,1173.0,Ex,Y,1017,2232,1.0,2,1,3,Gd,8,1,Attchd,RFn,623.0,TA,173,165,263.55
20,RL,74.0,9612,Reg,Lvl,Inside,Feedr,1Fam,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1468.0,Ex,Y,0,1468,0.0,2,0,3,Gd,6,1,Attchd,Fin,898.0,TA,210,150,244.6
20,RL,86.0,11194,IR1,Lvl,Inside,PosN,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1696.0,Ex,Y,0,1696,0.0,2,0,3,Gd,7,0,Attchd,RFn,972.0,TA,120,56,275.0
20,RL,78.0,10206,Reg,Lvl,Inside,PosN,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1614.0,Ex,Y,0,1658,0.0,2,1,3,Gd,7,1,Attchd,Fin,726.0,TA,144,44,257.5
20,RL,78.0,9262,Reg,Lvl,Inside,Norm,1Fam,1Story,8,5,2008,2009,Gable,CemntBd,CmentBd,Gd,TA,PConc,TA,1573.0,Ex,Y,0,1578,0.0,2,0,3,Ex,7,1,Attchd,Fin,840.0,TA,0,36,287.09
20,RL,85.0,10130,Reg,Lvl,Inside,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1702.0,Ex,Y,0,1702,1.0,2,0,3,Gd,7,1,Attchd,RFn,844.0,TA,0,69,275.5
20,RL,76.0,9139,IR1,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1422.0,Ex,Y,0,1432,0.0,2,0,3,Gd,7,1,Attchd,Fin,492.0,TA,297,50,245.0
60,RL,75.0,9675,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1113.0,Ex,Y,858,1971,0.0,2,1,3,Gd,8,1,Attchd,RFn,689.0,TA,0,48,253.0
60,FV,72.0,8640,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,900.0,Ex,Y,920,1852,1.0,2,1,3,Gd,7,1,Attchd,RFn,644.0,TA,168,108,252.678
60,FV,75.0,9000,Reg,Lvl,Inside,Norm,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,768.0,Ex,Y,804,1590,0.0,2,1,3,Gd,6,0,Attchd,RFn,676.0,TA,0,30,210.0
20,FV,75.0,7862,IR1,Lvl,Inside,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1218.0,Ex,Y,0,1218,0.0,2,0,2,Gd,4,0,Attchd,Fin,676.0,TA,0,102,208.3
20,FV,90.0,7993,IR1,Lvl,Inside,Norm,1Fam,1Story,7,5,2008,2009,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1436.0,Ex,Y,0,1436,0.0,2,0,3,Gd,6,0,Attchd,Fin,529.0,TA,0,121,225.0
20,FV,72.0,8640,Reg,Lvl,Inside,Norm,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Gd,TA,PConc,TA,1300.0,Ex,Y,0,1314,1.0,2,0,3,Gd,6,0,Attchd,RFn,552.0,TA,135,112,229.456
20,FV,72.0,8640,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2008,2008,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1402.0,Ex,Y,0,1402,0.0,2,0,3,Gd,7,0,Attchd,RFn,625.0,TA,205,126,229.8
20,FV,112.0,12606,IR1,Lvl,Inside,Norm,1Fam,1Story,9,5,2007,2008,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1530.0,Ex,Y,0,1530,0.0,2,0,3,Gd,7,1,Attchd,RFn,984.0,TA,212,136,250.0
20,FV,85.0,9187,Reg,Lvl,Inside,Norm,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,CmentBd,Ex,TA,PConc,TA,1766.0,Ex,Y,0,1766,1.0,2,1,2,Ex,7,1,Attchd,Fin,478.0,TA,195,130,370.878
20,FV,75.0,7500,Reg,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1372.0,Ex,Y,0,1448,0.0,2,0,2,Gd,6,1,Attchd,RFn,692.0,TA,0,140,238.5
60,FV,85.0,11003,Reg,Lvl,Inside,Norm,1Fam,2Story,10,5,2008,2008,Gable,VinylSd,VinylSd,Ex,TA,PConc,TA,1017.0,Ex,Y,981,2007,1.0,2,1,3,Ex,10,1,Attchd,Fin,812.0,TA,168,52,310.0
60,FV,84.0,10603,Reg,Lvl,Inside,Norm,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,900.0,Ex,Y,886,1795,1.0,2,1,3,Gd,8,1,Attchd,Fin,782.0,TA,168,45,270.0
60,FV,85.0,10574,Reg,Lvl,Inside,Norm,1Fam,2Story,8,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1082.0,Ex,Y,871,1953,0.0,2,1,3,Gd,9,1,Attchd,RFn,1043.0,TA,160,50,252.0
60,FV,65.0,8125,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2006,2007,Gable,CemntBd,CmentBd,Gd,TA,PConc,TA,1092.0,Ex,Y,438,1550,1.0,2,0,2,Gd,7,0,Attchd,Fin,438.0,TA,0,168,241.0
20,FV,65.0,8125,Reg,Lvl,Corner,Norm,1Fam,1Story,8,5,2008,2009,Hip,VinylSd,VinylSd,Gd,TA,PConc,TA,1836.0,Ex,Y,0,1836,0.0,2,0,3,Gd,8,1,Attchd,Fin,517.0,TA,0,175,264.5
20,FV,85.0,10625,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1652.0,Ex,Y,0,1662,1.0,2,0,3,Ex,8,1,Attchd,RFn,711.0,TA,168,120,291.0
60,FV,75.0,9375,Reg,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,912.0,Ex,Y,1182,2094,0.0,2,1,4,Gd,8,1,BuiltIn,Fin,615.0,TA,182,182,263.0
20,FV,62.0,7500,Reg,Lvl,Inside,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1221.0,Ex,Y,0,1221,1.0,2,0,2,Gd,6,0,Attchd,RFn,400.0,TA,0,113,185.0
20,FV,68.0,8736,IR1,Lvl,Inside,Norm,1Fam,1Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Gd,TA,PConc,TA,1553.0,Ex,Y,0,1553,1.0,2,0,3,Gd,6,0,Attchd,RFn,588.0,TA,192,88,234.5
60,FV,65.0,8127,IR1,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,812.0,Ex,Y,841,1653,1.0,2,1,3,Gd,6,0,Attchd,RFn,628.0,TA,0,45,209.0
20,RL,80.0,9605,Reg,Lvl,Corner,Norm,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,TA,1218.0,Ex,Y,0,1218,0.0,1,1,3,Gd,6,0,Detchd,RFn,576.0,TA,0,178,159.0
